OSS_ID,NE,DATE,TABLE,STATUS,REMARK
eniq_oss_2,"MSJ30,BC4",2020-03-19 09:00:00,DC_E_CMN_STS_TOT_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC4",2020-03-19 09:00:00,DC_E_CNAXE_ASSOCIATION_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC4",2020-03-19 09:00:00,DC_E_CNAXE_BSC_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC4",2020-03-19 09:00:00,DC_E_CNAXE_HLRSTAT_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC4",2020-03-19 09:00:00,DC_E_CNAXE_LOCAREAST_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC4",2020-03-19 09:00:00,DC_E_CNAXE_MAPSIGIWRK_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC4",2020-03-19 09:00:00,DC_E_CNAXE_MSC_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC4",2020-03-19 09:00:00,DC_E_CNAXE_MSCOBJ_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC4",2020-03-19 09:00:00,DC_E_CNAXE_MTRAFTYPE_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC4",2020-03-19 09:00:00,DC_E_CNAXE_RNCSTAT_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC4",2020-03-19 09:00:00,DC_E_CNAXE_SGCSFB_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC4",2020-03-19 09:00:00,DC_E_CNAXE_TRUNKROUTE_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC5",2020-03-19 09:00:00,DC_E_CMN_STS_TOT_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC5",2020-03-19 09:00:00,DC_E_CNAXE_ASSOCIATION_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC5",2020-03-19 09:00:00,DC_E_CNAXE_BSC_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC5",2020-03-19 09:00:00,DC_E_CNAXE_HLRSTAT_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC5",2020-03-19 09:00:00,DC_E_CNAXE_LOCAREAST_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC5",2020-03-19 09:00:00,DC_E_CNAXE_MAPSIGIWRK_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC5",2020-03-19 09:00:00,DC_E_CNAXE_MSC_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC5",2020-03-19 09:00:00,DC_E_CNAXE_MSCOBJ_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC5",2020-03-19 09:00:00,DC_E_CNAXE_MTRAFTYPE_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC5",2020-03-19 09:00:00,DC_E_CNAXE_RNCSTAT_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC5",2020-03-19 09:00:00,DC_E_CNAXE_SGCSFB_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC5",2020-03-19 09:00:00,DC_E_CNAXE_TRUNKROUTE_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC6",2020-03-19 09:00:00,DC_E_CMN_STS_TOT_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC6",2020-03-19 09:00:00,DC_E_CNAXE_ASSOCIATION_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC6",2020-03-19 09:00:00,DC_E_CNAXE_BSC_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC6",2020-03-19 09:00:00,DC_E_CNAXE_HLRSTAT_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC6",2020-03-19 09:00:00,DC_E_CNAXE_LOCAREAST_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC6",2020-03-19 09:00:00,DC_E_CNAXE_MAPSIGIWRK_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC6",2020-03-19 09:00:00,DC_E_CNAXE_MSC_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC6",2020-03-19 09:00:00,DC_E_CNAXE_MSCOBJ_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC6",2020-03-19 09:00:00,DC_E_CNAXE_MTRAFTYPE_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC6",2020-03-19 09:00:00,DC_E_CNAXE_RNCSTAT_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC6",2020-03-19 09:00:00,DC_E_CNAXE_SGCSFB_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC6",2020-03-19 09:00:00,DC_E_CNAXE_TRUNKROUTE_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC7",2020-03-19 09:00:00,DC_E_CMN_STS_TOT_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC7",2020-03-19 09:00:00,DC_E_CNAXE_ASSOCIATION_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC7",2020-03-19 09:00:00,DC_E_CNAXE_BSC_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC7",2020-03-19 09:00:00,DC_E_CNAXE_HLRSTAT_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC7",2020-03-19 09:00:00,DC_E_CNAXE_LOCAREAST_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC7",2020-03-19 09:00:00,DC_E_CNAXE_MAPSIGIWRK_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC7",2020-03-19 09:00:00,DC_E_CNAXE_MSC_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC7",2020-03-19 09:00:00,DC_E_CNAXE_MSCOBJ_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC7",2020-03-19 09:00:00,DC_E_CNAXE_MTRAFTYPE_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC7",2020-03-19 09:00:00,DC_E_CNAXE_RNCSTAT_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC7",2020-03-19 09:00:00,DC_E_CNAXE_SGCSFB_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC7",2020-03-19 09:00:00,DC_E_CNAXE_TRUNKROUTE_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC8",2020-03-19 09:00:00,DC_E_CMN_STS_TOT_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC8",2020-03-19 09:00:00,DC_E_CNAXE_ASSOCIATION_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC8",2020-03-19 09:00:00,DC_E_CNAXE_BSC_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC8",2020-03-19 09:00:00,DC_E_CNAXE_HLRSTAT_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC8",2020-03-19 09:00:00,DC_E_CNAXE_LOCAREAST_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC8",2020-03-19 09:00:00,DC_E_CNAXE_MAPSIGIWRK_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC8",2020-03-19 09:00:00,DC_E_CNAXE_MSC_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC8",2020-03-19 09:00:00,DC_E_CNAXE_MSCOBJ_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC8",2020-03-19 09:00:00,DC_E_CNAXE_MTRAFTYPE_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC8",2020-03-19 09:00:00,DC_E_CNAXE_RNCSTAT_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC8",2020-03-19 09:00:00,DC_E_CNAXE_SGCSFB_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC8",2020-03-19 09:00:00,DC_E_CNAXE_TRUNKROUTE_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC9",2020-03-19 09:00:00,DC_E_CMN_STS_TOT_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC9",2020-03-19 09:00:00,DC_E_CNAXE_ASSOCIATION_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC9",2020-03-19 09:00:00,DC_E_CNAXE_BSC_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC9",2020-03-19 09:00:00,DC_E_CNAXE_HLRSTAT_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC9",2020-03-19 09:00:00,DC_E_CNAXE_LOCAREAST_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC9",2020-03-19 09:00:00,DC_E_CNAXE_MAPSIGIWRK_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC9",2020-03-19 09:00:00,DC_E_CNAXE_MSC_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC9",2020-03-19 09:00:00,DC_E_CNAXE_MSCOBJ_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC9",2020-03-19 09:00:00,DC_E_CNAXE_MTRAFTYPE_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC9",2020-03-19 09:00:00,DC_E_CNAXE_RNCSTAT_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC9",2020-03-19 09:00:00,DC_E_CNAXE_SGCSFB_RAW,LOADED,OK
eniq_oss_2,"MSJ30,BC9",2020-03-19 09:00:00,DC_E_CNAXE_TRUNKROUTE_RAW,LOADED,OK
eniq_oss_2,"MSJ30,CP1",2020-03-19 09:00:00,DC_E_CMN_STS_TOT_RAW,LOADED,OK
eniq_oss_2,"MSJ30,CP1",2020-03-19 09:00:00,DC_E_CNAXE_ASSOCIATION_RAW,LOADED,OK
eniq_oss_2,"MSJ30,CP2",2020-03-19 09:00:00,DC_E_CMN_STS_TOT_RAW,LOADED,OK
eniq_oss_2,"MSJ30,CP2",2020-03-19 09:00:00,DC_E_CNAXE_ASSOCIATION_RAW,LOADED,OK
eniq_oss_2,MSJ35,2020-03-19 09:00:00,DC_E_CMN_STS_TOT_RAW,LOADED,OK
eniq_oss_2,MSJ35,2020-03-19 09:00:00,DC_E_CNAXE_ASSOCIATION_RAW,LOADED,OK
eniq_oss_2,MSJ35,2020-03-19 09:00:00,DC_E_CNAXE_BSC_RAW,LOADED,OK
eniq_oss_2,MSJ35,2020-03-19 09:00:00,DC_E_CNAXE_HLRSTAT_RAW,LOADED,OK
eniq_oss_2,MSJ35,2020-03-19 09:00:00,DC_E_CNAXE_LOCAREAST_RAW,LOADED,OK
eniq_oss_2,MSJ35,2020-03-19 09:00:00,DC_E_CNAXE_MAPSIGIWRK_RAW,LOADED,OK
eniq_oss_2,MSJ35,2020-03-19 09:00:00,DC_E_CNAXE_MSC_RAW,LOADED,OK
eniq_oss_2,MSJ35,2020-03-19 09:00:00,DC_E_CNAXE_MSCOBJ_RAW,LOADED,OK
eniq_oss_2,MSJ35,2020-03-19 09:00:00,DC_E_CNAXE_MTRAFTYPE_RAW,LOADED,OK
eniq_oss_2,MSJ35,2020-03-19 09:00:00,DC_E_CNAXE_RNCSTAT_RAW,LOADED,OK
eniq_oss_2,MSJ35,2020-03-19 09:00:00,DC_E_CNAXE_SGCSFB_RAW,LOADED,OK
eniq_oss_2,MSJ35,2020-03-19 09:00:00,DC_E_CNAXE_TRUNKROUTE_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC0",2020-03-19 09:00:00,DC_E_CMN_STS_TOT_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC0",2020-03-19 09:00:00,DC_E_CNAXE_ASSOCIATION_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC0",2020-03-19 09:00:00,DC_E_CNAXE_BSC_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC0",2020-03-19 09:00:00,DC_E_CNAXE_HLRSTAT_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC0",2020-03-19 09:00:00,DC_E_CNAXE_LOCAREAST_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC0",2020-03-19 09:00:00,DC_E_CNAXE_MAPSIGIWRK_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC0",2020-03-19 09:00:00,DC_E_CNAXE_MSC_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC0",2020-03-19 09:00:00,DC_E_CNAXE_MSCOBJ_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC0",2020-03-19 09:00:00,DC_E_CNAXE_MTRAFTYPE_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC0",2020-03-19 09:00:00,DC_E_CNAXE_RNCSTAT_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC0",2020-03-19 09:00:00,DC_E_CNAXE_SGCSFB_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC0",2020-03-19 09:00:00,DC_E_CNAXE_TRUNKROUTE_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC1",2020-03-19 09:00:00,DC_E_CMN_STS_TOT_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC1",2020-03-19 09:00:00,DC_E_CNAXE_ASSOCIATION_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC1",2020-03-19 09:00:00,DC_E_CNAXE_BSC_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC1",2020-03-19 09:00:00,DC_E_CNAXE_HLRSTAT_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC1",2020-03-19 09:00:00,DC_E_CNAXE_LOCAREAST_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC1",2020-03-19 09:00:00,DC_E_CNAXE_MAPSIGIWRK_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC1",2020-03-19 09:00:00,DC_E_CNAXE_MSC_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC1",2020-03-19 09:00:00,DC_E_CNAXE_MSCOBJ_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC1",2020-03-19 09:00:00,DC_E_CNAXE_MTRAFTYPE_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC1",2020-03-19 09:00:00,DC_E_CNAXE_RNCSTAT_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC1",2020-03-19 09:00:00,DC_E_CNAXE_SGCSFB_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC1",2020-03-19 09:00:00,DC_E_CNAXE_TRUNKROUTE_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC2",2020-03-19 09:00:00,DC_E_CMN_STS_TOT_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC2",2020-03-19 09:00:00,DC_E_CNAXE_ASSOCIATION_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC2",2020-03-19 09:00:00,DC_E_CNAXE_BSC_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC2",2020-03-19 09:00:00,DC_E_CNAXE_HLRSTAT_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC2",2020-03-19 09:00:00,DC_E_CNAXE_LOCAREAST_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC2",2020-03-19 09:00:00,DC_E_CNAXE_MAPSIGIWRK_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC2",2020-03-19 09:00:00,DC_E_CNAXE_MSC_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC2",2020-03-19 09:00:00,DC_E_CNAXE_MSCOBJ_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC2",2020-03-19 09:00:00,DC_E_CNAXE_MTRAFTYPE_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC2",2020-03-19 09:00:00,DC_E_CNAXE_RNCSTAT_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC2",2020-03-19 09:00:00,DC_E_CNAXE_SGCSFB_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC2",2020-03-19 09:00:00,DC_E_CNAXE_TRUNKROUTE_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC3",2020-03-19 09:00:00,DC_E_CMN_STS_TOT_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC3",2020-03-19 09:00:00,DC_E_CNAXE_ASSOCIATION_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC3",2020-03-19 09:00:00,DC_E_CNAXE_BSC_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC3",2020-03-19 09:00:00,DC_E_CNAXE_HLRSTAT_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC3",2020-03-19 09:00:00,DC_E_CNAXE_LOCAREAST_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC3",2020-03-19 09:00:00,DC_E_CNAXE_MAPSIGIWRK_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC3",2020-03-19 09:00:00,DC_E_CNAXE_MSC_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC3",2020-03-19 09:00:00,DC_E_CNAXE_MSCOBJ_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC3",2020-03-19 09:00:00,DC_E_CNAXE_MTRAFTYPE_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC3",2020-03-19 09:00:00,DC_E_CNAXE_RNCSTAT_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC3",2020-03-19 09:00:00,DC_E_CNAXE_SGCSFB_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC3",2020-03-19 09:00:00,DC_E_CNAXE_TRUNKROUTE_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC4",2020-03-19 09:00:00,DC_E_CMN_STS_TOT_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC4",2020-03-19 09:00:00,DC_E_CNAXE_ASSOCIATION_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC4",2020-03-19 09:00:00,DC_E_CNAXE_BSC_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC4",2020-03-19 09:00:00,DC_E_CNAXE_HLRSTAT_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC4",2020-03-19 09:00:00,DC_E_CNAXE_LOCAREAST_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC4",2020-03-19 09:00:00,DC_E_CNAXE_MAPSIGIWRK_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC4",2020-03-19 09:00:00,DC_E_CNAXE_MSC_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC4",2020-03-19 09:00:00,DC_E_CNAXE_MSCOBJ_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC4",2020-03-19 09:00:00,DC_E_CNAXE_MTRAFTYPE_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC4",2020-03-19 09:00:00,DC_E_CNAXE_RNCSTAT_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC4",2020-03-19 09:00:00,DC_E_CNAXE_SGCSFB_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC4",2020-03-19 09:00:00,DC_E_CNAXE_TRUNKROUTE_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC5",2020-03-19 09:00:00,DC_E_CMN_STS_TOT_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC5",2020-03-19 09:00:00,DC_E_CNAXE_ASSOCIATION_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC5",2020-03-19 09:00:00,DC_E_CNAXE_BSC_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC5",2020-03-19 09:00:00,DC_E_CNAXE_HLRSTAT_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC5",2020-03-19 09:00:00,DC_E_CNAXE_LOCAREAST_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC5",2020-03-19 09:00:00,DC_E_CNAXE_MAPSIGIWRK_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC5",2020-03-19 09:00:00,DC_E_CNAXE_MSC_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC5",2020-03-19 09:00:00,DC_E_CNAXE_MSCOBJ_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC5",2020-03-19 09:00:00,DC_E_CNAXE_MTRAFTYPE_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC5",2020-03-19 09:00:00,DC_E_CNAXE_RNCSTAT_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC5",2020-03-19 09:00:00,DC_E_CNAXE_SGCSFB_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC5",2020-03-19 09:00:00,DC_E_CNAXE_TRUNKROUTE_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC6",2020-03-19 09:00:00,DC_E_CMN_STS_TOT_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC6",2020-03-19 09:00:00,DC_E_CNAXE_ASSOCIATION_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC6",2020-03-19 09:00:00,DC_E_CNAXE_BSC_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC6",2020-03-19 09:00:00,DC_E_CNAXE_HLRSTAT_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC6",2020-03-19 09:00:00,DC_E_CNAXE_LOCAREAST_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC6",2020-03-19 09:00:00,DC_E_CNAXE_MAPSIGIWRK_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC6",2020-03-19 09:00:00,DC_E_CNAXE_MSC_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC6",2020-03-19 09:00:00,DC_E_CNAXE_MSCOBJ_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC6",2020-03-19 09:00:00,DC_E_CNAXE_MTRAFTYPE_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC6",2020-03-19 09:00:00,DC_E_CNAXE_RNCSTAT_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC6",2020-03-19 09:00:00,DC_E_CNAXE_SGCSFB_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC6",2020-03-19 09:00:00,DC_E_CNAXE_TRUNKROUTE_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC7",2020-03-19 09:00:00,DC_E_CMN_STS_TOT_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC7",2020-03-19 09:00:00,DC_E_CNAXE_ASSOCIATION_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC7",2020-03-19 09:00:00,DC_E_CNAXE_BSC_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC7",2020-03-19 09:00:00,DC_E_CNAXE_HLRSTAT_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC7",2020-03-19 09:00:00,DC_E_CNAXE_LOCAREAST_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC7",2020-03-19 09:00:00,DC_E_CNAXE_MAPSIGIWRK_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC7",2020-03-19 09:00:00,DC_E_CNAXE_MSC_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC7",2020-03-19 09:00:00,DC_E_CNAXE_MSCOBJ_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC7",2020-03-19 09:00:00,DC_E_CNAXE_MTRAFTYPE_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC7",2020-03-19 09:00:00,DC_E_CNAXE_RNCSTAT_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC7",2020-03-19 09:00:00,DC_E_CNAXE_SGCSFB_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC7",2020-03-19 09:00:00,DC_E_CNAXE_TRUNKROUTE_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC8",2020-03-19 09:00:00,DC_E_CMN_STS_TOT_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC8",2020-03-19 09:00:00,DC_E_CNAXE_ASSOCIATION_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC8",2020-03-19 09:00:00,DC_E_CNAXE_BSC_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC8",2020-03-19 09:00:00,DC_E_CNAXE_HLRSTAT_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC8",2020-03-19 09:00:00,DC_E_CNAXE_LOCAREAST_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC8",2020-03-19 09:00:00,DC_E_CNAXE_MAPSIGIWRK_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC8",2020-03-19 09:00:00,DC_E_CNAXE_MSC_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC8",2020-03-19 09:00:00,DC_E_CNAXE_MSCOBJ_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC8",2020-03-19 09:00:00,DC_E_CNAXE_MTRAFTYPE_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC8",2020-03-19 09:00:00,DC_E_CNAXE_RNCSTAT_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC8",2020-03-19 09:00:00,DC_E_CNAXE_SGCSFB_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC8",2020-03-19 09:00:00,DC_E_CNAXE_TRUNKROUTE_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC9",2020-03-19 09:00:00,DC_E_CMN_STS_TOT_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC9",2020-03-19 09:00:00,DC_E_CNAXE_ASSOCIATION_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC9",2020-03-19 09:00:00,DC_E_CNAXE_BSC_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC9",2020-03-19 09:00:00,DC_E_CNAXE_HLRSTAT_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC9",2020-03-19 09:00:00,DC_E_CNAXE_LOCAREAST_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC9",2020-03-19 09:00:00,DC_E_CNAXE_MAPSIGIWRK_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC9",2020-03-19 09:00:00,DC_E_CNAXE_MSC_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC9",2020-03-19 09:00:00,DC_E_CNAXE_MSCOBJ_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC9",2020-03-19 09:00:00,DC_E_CNAXE_MTRAFTYPE_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC9",2020-03-19 09:00:00,DC_E_CNAXE_RNCSTAT_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC9",2020-03-19 09:00:00,DC_E_CNAXE_SGCSFB_RAW,LOADED,OK
eniq_oss_2,"MSJ35,BC9",2020-03-19 09:00:00,DC_E_CNAXE_TRUNKROUTE_RAW,LOADED,OK
eniq_oss_2,"MSJ35,CP1",2020-03-19 09:00:00,DC_E_CMN_STS_TOT_RAW,LOADED,OK
eniq_oss_2,"MSJ35,CP1",2020-03-19 09:00:00,DC_E_CNAXE_ASSOCIATION_RAW,LOADED,OK
eniq_oss_2,"MSJ35,CP2",2020-03-19 09:00:00,DC_E_CMN_STS_TOT_RAW,LOADED,OK
eniq_oss_2,"MSJ35,CP2",2020-03-19 09:00:00,DC_E_CNAXE_ASSOCIATION_RAW,LOADED,OK
eniq_oss_5,MSJE2,2020-03-19 09:00:00,DC_E_CMN_STS_TOT_RAW,LOADED,OK
eniq_oss_5,MSJE2,2020-03-19 09:00:00,DC_E_CNAXE_ASSOCIATION_RAW,LOADED,OK
eniq_oss_5,MSJE2,2020-03-19 09:00:00,DC_E_CNAXE_BSC_RAW,LOADED,OK
eniq_oss_5,MSJE2,2020-03-19 09:00:00,DC_E_CNAXE_HLRSTAT_RAW,LOADED,OK
eniq_oss_5,MSJE2,2020-03-19 09:00:00,DC_E_CNAXE_LOCAREAST_RAW,LOADED,OK
eniq_oss_5,MSJE2,2020-03-19 09:00:00,DC_E_CNAXE_MAPSIGIWRK_RAW,LOADED,OK
eniq_oss_5,MSJE2,2020-03-19 09:00:00,DC_E_CNAXE_MSC_RAW,LOADED,OK
eniq_oss_5,MSJE2,2020-03-19 09:00:00,DC_E_CNAXE_MSCOBJ_RAW,LOADED,OK
eniq_oss_5,MSJE2,2020-03-19 09:00:00,DC_E_CNAXE_MTRAFTYPE_RAW,LOADED,OK
